ingredient,calories_per_100g,protein_per_100g,carbs_per_100g,fat_per_100g,fiber_per_100g
mayonnaise_vegetable_dip,241.27,3.01,4.8,23.44,0.41
tomato_and_cucumber_sandwich_tamatar_aur_kheere_ka_sandwich,150.68,4.03,20.51,6.31,2.1
tomato_sandwich_grilled,189.92,6.26,21.29,9.39,1.91
french_sandwich_toasted,186.75,6.82,14.82,11.51,1.37
peanut_butter_cucumber_sandwich,243.33,9.04,29.76,10.56,3.35
mint_and_peanut_sandwich,273.59,7.18,31.83,13.88,3.67
spicy_chutney_sandwich,249.58,8.74,34.03,9.58,3.73
chicken_walnut_sandwich_chicken_aur_akhrot_ke_sandwich,285.78,12.58,22.62,16.77,1.53
rolled_sandwich,293.07,6.45,34.69,15.29,2.07
ribbon_sandwich,239.26,6.26,24.76,13.37,2.92
checker_board_sandwich,348.37,7.37,25.94,24.65,2.22
submarine_sandwich,216.92,6.09,13.6,15.32,1.24
cheese_open_sandwich,274.07,9.84,28.42,14.24,1.74
sunset_and_sunrise_open_sandwich,241.31,8.58,18.89,15.14,1.39
danish_luncheon_sandwich,193.82,9.03,17.77,10.1,1.52
chicken_and_corn_open_sandwich,188.16,8.63,19.21,8.83,1.67
chocolate_sponge_cake,239.86,9.13,39.54,5.51,0.52
chocolate_swiss_roll,306.08,6.01,26.97,19.76,0.29
lemon_curd_filling,225.62,3.43,26.41,12.58,0
jam_filling,184.62,0,46.15,0,0
chocolate_pastry,243.37,7.05,32.24,10.12,0.32
assorted_pastry,230.74,6.78,31.99,8.91,0.43
orange_gateau,178.05,4.78,27.01,6.02,0.68
black_forest_gateau,217.82,5.94,30.57,8.58,0.28
lemon_cake,373.85,5.29,43.1,20.63,0.62
dundee_cake,396.62,7.78,41.4,22.7,1.81
victorian_sandwich_cake,373.09,5.18,44.74,19.83,0.59
chocolate_eggless_cake,312.01,6.66,43.45,13.19,0.32
orange_eggless_cake,355.62,7.16,52.65,13.82,0.56
chocolate_glace_icing,436.29,3.22,62.43,20.8,0
butter_icing,500.72,0.19,71.64,25.37,0
chocolate_butter_icing,469.59,3.21,61.72,24.77,0
almond_biscuit_badam_ke_biscuit,407.74,6.25,52.14,19.7,1.5
orange_biscuit,354.78,3.63,62.11,11.01,0.75
gingerman_biscuit,357.43,6.26,55.24,12.73,2
coffee_drops,443.07,7.57,43.06,27.16,1.88
christmas_biscuit,406.07,5.67,60.97,15.88,2.17
christmas_wreath_biscuit,386.05,5.43,58.07,15.01,2.28
christmas_bell_biscuit,404.85,5.66,60.79,15.84,2.33
christmas_star_biscuit,392.03,3.54,74.54,10.04,1.47
christmas_tree_biscuit,385.63,5.43,58.41,15,2.65
chocolate_cream_shells,427.17,5.1,59.26,19.34,0.9
jelly_biscuit,404.61,4.23,55.24,19.33,2.02
cherry_and_walnut_cookies,422.6,5.63,59.35,18.75,1.3
cheese_straws,382,9.83,30.61,24.28,1.29
butterfly_biscuit,341.45,9.98,25.33,22.11,1.02
flan_pastry,445.8,6.72,47.84,25.04,1.58
fruit_flan,261.35,3.3,34.71,12.48,0.71
orange_cream_flan,280.28,4.73,36.16,13.59,0.63
fruit_puree_tart,286.5,3.35,30.42,16.83,1.31
apple_banana_pie,243.99,3.13,32.12,11.39,1.89
lemon_chiffon_pie,259.31,4.88,27.63,14.52,0.66
orange_chiffon_pie,207.57,3.89,23.14,11.16,0.7
cream_buns,215.74,4.45,14.16,15.81,0.31
savoury_puffs,190.79,9.51,10.8,15.24,0.33
choux_swans,216.34,4.35,14.92,15.6,0.35
potato_aigrettes,530.03,2.35,8.01,54.24,0.45
cream_horns,408.23,3.42,23.12,33.55,0.6
savoury_cheese_horns,295.15,5.66,21.38,20.71,0.73
paneer_patties,338.58,7.6,22.79,23.96,1.18
vegetable_patties,261.92,4.01,20.98,17.74,2.62
pearl_millet_infant_food_bajra_shishu_aahaar,362.44,11.98,62.1,6.62,7.84
sajina,345.26,10.81,66.87,3.03,7.62
cereal_mix,120.81,3.32,21.84,2.02,2.03
pulse_mix,83.29,3.16,16,0.54,2.25
shishu_ahar,93.37,2.61,17.42,1.43,1.02
cereal_pulse_mix_with_amylase_rice_flour,151.57,4.27,27.8,2.74,3.47
banana_groundnut_pastepuree,213.19,4.27,36.15,5.45,1.7
rice_dal_porridge_chawal_dal_ki_khichdikhichri,383.33,10.8,65.04,8.33,4.51
lentils_and_semolina_porridge_dal_suji_porridgedaliya,117.29,3.26,23.19,1.06,1.44
spinach_khichri_palak_khichrikhichdi,102.18,3.43,17.35,1.91,1.56
vegetable_mix,174.21,4.7,36.02,0.94,1.93
lentils_and_wheat_porridge_dal_wheat_porridgedaliya_,52.54,2.71,8.36,0.94,1.28
maize_porridge,89.57,2.14,15.64,1.89,1.68
spinach_peanut_burfi_palak_aur_mungfali_ki_burfi,105.37,3.36,13.59,4.39,2.07
split_bengal_gram_burfifudge_channa_dal_burfi,287.36,4.65,54.63,7.09,2.06
chickpea_flour_cookies_sweet_besan_roundscookies,207.01,4.29,39.64,3.42,2.56
pearl_millet_mathri_bajra_mathri,785.08,1.82,7.42,83.12,1.36
sesame_biscuit_til_ke_biscuit,424.03,8.27,53.65,19.34,6.83
fermented_bengal_gram_vada_khameerikritufna_hua_channa_dal_ka_vada,657.57,4.05,8.68,67.19,2.65
poshtik_namak_paras,613.39,6.49,19.52,56.58,4.55
soya_chikki,423.7,7.18,62.89,15.51,3.55
besan_bathua_chillacheela,373.82,11.48,40.65,18.57,7.79
wheat_flour_and_nuts_ladoos_atta_nuts_ladoos,391.9,9.46,44.31,19.19,7.3
gram_flour_and_semolina_dhokla_besan_suji_dhokla,198.91,8.52,25.92,7.1,4.59
atta_dal_burfi,298.8,6.66,40.64,12.47,4.08
soya_roti,283.96,9.18,40.03,9.23,8.71
poshtik_khichdikhichri,93.37,3.04,15.64,1.88,2
namkeen_daliya,295.11,8.29,49.32,7.99,8.57
sprouts_upma,316.25,9.5,44.96,10.44,7.16
semolina_idli_sujirava_idli,206.39,9.34,33.67,3.47,5.85
poshtik_chillacheela,159.53,4.85,27.47,3.04,4.91
stuffed_bittergourd_dry_bharwa_karela,217.65,1.29,2.49,22.38,3
cauliflower_potato_canjee,16.79,0.57,2.63,0.39,0.69
creamed_spinach,96.91,5.18,4.44,6.39,1.33
mango_milkshake_with_ice_cream_aam_milkshake_ice_creamkesaath,68.35,1.93,9.18,2.8,0.23
pineapple_milkshake_with_ice_cream_ananas_milkshake_ice_creamkesaath,68.49,1.93,9.33,2.75,0.42
orange_milkshake_with_ice_cream_narangi_milkshake_ice_creamkesaath,67.82,1.95,9.15,2.75,0.16
woodapple_juice_bel_ka_sharbat,34.18,0.63,6.51,0.7,1.03
sattu_drink,23.38,0.56,5.16,0.14,0.4
apple_and_honey_sorbet_seb_aur_shehad_ka_sharbat,121.3,0.15,30.74,0.29,1.13
thandai,101.18,3.59,9.13,5.89,0.8
cucumber_sharbat_kheere_ka_sharbat,27.28,0.26,6.64,0.06,0.78
apple_oats_chia_seed_smoothie,85.64,3.49,13.07,2.48,1.44
nannari_sharbat,88.79,0.01,23.62,0.01,0
semolina_milk_drink_thari_kanji,44.16,0.98,6.93,1.36,0.72
saffron_milk_kesariya_doodh,102.18,3.17,12.64,4.57,0.14
black_rice_kheer_chakhao_kheer,147.94,4.37,22.93,4.91,0.76
coconut_kheer_nariyal_ki_kheer,162.61,3.4,14.42,10.55,1.53
apple_sago_payasam_seb_aur_sabudana_ki_kheer,136.5,3.13,14.4,7.66,0.38
kesari_bath,244.57,2.4,31.38,12.59,1.65
putharekulu,318.3,3.66,59.61,7.55,1.75
mango_malpua,334.64,1.65,12.84,30.67,2.08
mango_vanilla_custard,147.63,3.43,18.41,7.04,0.99
kiwi_granola_pudding,280.99,5.6,32.33,15.36,3.71
oats_burfi,425.19,8.89,62.47,17.27,4.96
lotus_seed_halwa_kamal_gattay_ka_halwa,370.55,7.79,39.56,20.69,0.42
amaranth_ladoo_rajgira_ladoo,454.15,10.12,51.33,22.7,5.11
chhena_poda,344.57,13.68,33.64,17.94,1.4
sweet_couscous_dessert,196.2,3.81,29.69,7.69,2.18
sweetened_yogurt_shrikhand,107.18,5.27,16.02,2.89,0.08
thickened_sweetened_milk_rabri,102.79,3.52,10.55,5.35,0.19
gram_flour_halwa_besan_halwa,276.79,5.88,25.78,17.3,1.82
prawn_sandwich,169.65,10.36,11.89,9.27,1.55
watercress_sandwich,229.42,5.17,28.03,11.47,2.26
fish_sandwich,150.2,4.72,10.09,10.37,1.23
kidney_bean_sandwich_with_cottage_cheese,176.64,9.85,18.86,6.84,3.66
finger_millet_biscuit_ragi_biscuit,458.56,4.03,52.69,25.79,5.97
buttermilk_biscuit,322.54,5.76,34.93,17.5,1.18
lemon_cookies,394.48,5.63,42.19,23.02,0.78
sweet_potato_biscuit_shakarkand_ke_biscuit,296.4,5.14,38.13,13.31,2.27
raspberry_shortbread_cookies,441.12,3,61.25,21.25,0.75
pumpkin_cookies,218.4,2.51,44.69,3.93,1.06
greenpea_cookies,159.42,6.53,23.07,4.24,5.32
sunflower_cookies,520.62,9.49,40.06,36.28,3.95
cardamom_cookies_elaichi_cookies,400.49,5.1,53.99,19.12,2.79
hazelnut_cookies,493.32,6.25,39.44,34.97,2.45
milk_cookies,459.43,10.49,48.43,24.96,0.99
cranberry_cookies,272.48,3.92,36.39,12.66,1.13
olive_biscuit,438.29,3.2,55.01,23.75,0.82
tutti_fruitti_biscuit,420.78,5.21,53.12,17.9,5.43
peach_blueberry_preserves,177.38,0.53,45.76,0.2,1.14
pear_preserves_naashpati_ka_murabba,101.24,0.25,25.67,0.19,3.06
starfruit_preserves,128.93,0.24,33.62,0.12,0.78
gooseberry_pickle_amla_ka_achaar,278.58,1.55,7.61,27.61,3.7
lotus_stem_pickle_kamal_kakdi_ka_achar,102.69,1.44,20.07,1.6,8.58
date_pickle_khajoor_ka_achaar,182.29,1.68,34.66,4.21,5.2
garlic_pickle_lahasun_ka_achar,413.62,3.72,9.75,39.88,5.13
fermented_bamboo_shoot_pickle_mesu_pickle,59.83,1.58,1.73,5.59,2.24
sweet_peach_pickle_aadoo_ka_achaar,144.64,0.46,37.01,0.2,1.32
pickled_mustard_greens,13.12,1.51,1.05,0.22,1.7
small_onion_pickle,16.86,1.65,2.76,0.64,1.09
green_tomato_pickle_haray_tamatar_ka_achaar,193.26,1.23,2.87,19.67,1.74
pickled_cabbage,13.69,0.39,2.56,0.14,0.61
coconut_pickle_nariyal_ka_aachar,517.26,3.02,11.53,51.71,6.35
potato_pickle_aloo_ka_achaar,369.14,2.07,7.87,36.46,2.21
mango_murabba_candy,293.35,0.27,77.32,0.05,0.95
afghani_chicken,151.51,15.66,1.95,9.07,0.31
fish_orly,563.7,5.87,4.27,58.18,0.33
hariyali_fish_tikka,150.24,14.01,2.21,9.41,0.99
chicken_manchurian,142.34,9.53,6.06,11.96,0.41
handi_chicken,166.02,12.32,1.49,12.46,0.67
lemon_chicken,169.79,20.2,0.55,9.66,0.16
lemon_butter_fish,160.25,16.38,0.75,10.26,0.36
baked_eggs_in_tomato_sauce,80.05,4.92,3.78,5.22,0.01
egg_in_a_pepper,128.78,12.64,0.17,8.68,0.17
spinach_mushroom_scrambled_egg_palak_mushroom_bhurji,158.85,13.28,0.59,11.51,0.39
corn_omeletteomlet,166.93,11.37,1.57,12.89,0.02
cajun_chicken,184.94,12.69,1.94,13.99,0.89
paaner_do_pyaza,127.7,4.22,3.41,10.87,0.84
cabbage_manchurian_pattagobhi_manchurian,224.26,0.64,4.85,22.48,0.37
gobi_65,278.29,0.56,3.59,29.11,0.57
paneer_lababdar,105.48,3.98,3.37,8.46,1.16
roasted_cauliflower_steak,78.68,2.05,2.02,6.7,3.53
sauteed_radishes_with_green_beans,94.32,2.41,6.04,6.61,3.52
garlic_chutneypoondu_chutney_lahasun_ki_chutney,255.51,3.34,20.44,17.55,5.15
schezwan_chutney,205.19,3.33,10.79,17.72,5.72
onion_chutney_pyaaz_ki_chutneyvengaya_chutney,143.94,2.97,13.52,8.38,4.6
dates_chutney_khajoor_ki_chutney,103.57,1.07,21.69,1.12,3.41
chicken_salad,338.19,15.33,1.3,30.26,2
macaroni_salad,262.19,5.02,21.63,17.78,0.56
cabbage_raita_pattagobhi_raita,84.84,3.24,5.25,5.76,0.93
pomegranate_raita_anaar_ka_raita,72.64,4.05,7.15,3.24,0.6
onion_raita_pyaaz_ka_raita,71.56,4.86,7.86,2.43,0.65
green_chilli_raita_hari_mirch_ka_raita,77.13,5.58,7.66,2.92,0.26
kale_salad,177.71,4.86,5.01,15.33,1.36
spinach_and_paneer_souffle,186.19,7.56,9.64,13.49,1.07
masala_souffle,123.51,6.38,8.02,7.37,1.24
chicken_and_cheese_souffle,182.35,9.07,3.47,14.74,0.26
tamarind_chutney_chintapandu_pachadipuli_chutney,109.15,0.88,25.07,0.48,1.65
pav_bhaji_masala,230.47,9.13,29.15,10.96,24.3
green_chutney,79.42,5.42,10.01,1.6,5.84
sago_khitchdikhichri_sabudana_khitchdikhichri,187.16,2.72,22.41,10.1,1.82
gram_flour_chillacheela_besan_chillacheela,135.93,7.8,21.03,2.85,4.25
vegetable_namkeen_jave,112.23,2.93,18.98,2.51,2.86
khakhra,178.5,4.78,27.66,5.32,5.43
moong_bean_dosa_pesarattu,285.96,12.32,31.91,11.67,6.04
methi_thepla,346.16,8.98,41.34,15.95,7.56
rice_puttu_ari_puttu,81.98,1.26,11.82,3.13,0.76
buckwheat_pancake_khura,263.3,2.91,27.28,16.43,0.56
quinoa_khichdikhichri,64.01,3.18,8.83,1.59,2.58
khakhra_chaat,358.66,4.52,16.64,30.65,3.04
banana_appam,469.81,1.17,20.06,42.53,0.67
veg_manchurian,585.64,0.89,6.82,61.65,1.16
pav_bhaji,96.53,2.66,11.99,4.32,1.98
rice_murukku,593.99,5.41,33.29,48.22,2.18
bhel_puri,509.89,3.52,16.47,47.91,2.24
semolina_dhokla_sujirava_dhokla,194.91,5.44,30.86,5.2,5.12
spicy_corn_chaat,479.8,4.61,11.45,46.55,2.17
jackfruit_fritters_ponsa_mulikkathal_ka_pakora,597.79,2.34,24,54.41,1.5
banana_chips_kele_ke_chips,665.67,0.37,7.32,70.46,0.65
wheat_cake,314.63,4.79,41.13,14.95,2.76
mango_cheesecake,152.46,2.39,20.06,7.3,1.14
carrot_cake_gajar_ka_cake,255.59,5.6,35.98,10.27,2.93
semolina_cake_sujirava_cake,374.14,6.58,31.32,25.18,5.37
finger_millet_cake_ragi_cake,279.46,3.96,38.93,12.27,2.35
honey_cake,333.59,3.08,49.04,14.7,0.51
almond_cardamom_cake_badam_elaichi_cake,356.35,7.18,34.53,21.36,2.35
tutti_frutti_cake,347.72,4.49,52.94,12.68,0.85
ham_and_bean_soup,96.04,10.61,4.18,4.15,0.54
whey_soup,68.91,3.45,6.26,3.34,0.84
bottle_gourd_soup_ghiyalauki_soup,23.05,0.45,1.16,1.79,0.96
baked_potato_soup,147.05,5.73,5.85,11.21,0.3
pumpkin_soup,40.05,0.47,2.08,3.2,1.19
sweet_corn_soup,32.25,0.99,3.56,1.63,0.31
paneer_soup,47.85,3.22,2.42,2.8,0.28
curried_cauliflower_soup,37.32,6.72,3.12,9.77,2.34
millet_soup,55.99,11.26,8.22,12.57,2.82
lemon_coriander_soup,108.06,2.27,10.32,6.26,6.77
garlic_soup,194.86,2.38,6.99,17.62,1.66
dal_makhani,74.04,3.32,7.96,3.06,2.27
dalma,118.93,4.91,15.04,4.58,2.16
split_bengal_gram_dal_channa_dal,99.67,4.15,9.99,4.62,3.72
horsegram_dal_kulthi_dal,55.65,2.91,8.21,1.13,1.52
panchmel_dal,111.22,4.63,10.71,5.36,3.2
dal_dhokli,68.74,2.96,8.55,2.47,1.86
gujarati_handvo,207.09,8.24,31.86,4.8,4.95
sev_omapodikarapusa,609.14,5.12,12.87,60.08,2.35
papdi,708.96,1.83,12.89,72.11,0.56
jowar_dosa,294.35,8.5,40.53,10.28,5.56
bread_roll,435.46,2.85,16.12,40.25,1.45
soya_seekh_kebab,115.05,5.4,10,5.88,2.24
classic_seasoned_black_beans,28.78,8.01,7.66,8.28,3.51
maa_chaane_ki_dal,344.67,19.8,43.11,9.5,13.45
garlic_chickpea_soup_lahasun_aur_chane_ka_shoraba,89.53,4.45,13.92,2.01,2.84
white_sauce_thin,115.17,3.31,6.58,8.41,0.07
white_sauce_medium,151.27,3.36,7.98,11.76,0.14
white_sauce_thick,209.69,3.43,10.24,17.19,0.24
cheese_sauce,194.76,7.68,7.08,15.12,0.12
egg_sauce,146.85,5.97,5.88,11.08,0.12
mushroom_sauce,137.56,3.39,7.31,10.51,0.47
brown_sauce,109.18,11.92,5.38,23.67,1.69
classic_italian_pasta,42.12,0.57,4.4,2.45,1.36
pasta_spinach_sauce,85.46,1.76,1.76,7.9,0.86
pasta_cheese_sauce,149.26,4.33,9,10.84,0.14
mayonnaise,774.86,1.86,1.65,84.52,0.11
low_calorie_quick_mayonnaise,242.89,1.41,4.71,24.35,0.06
thousand_island_dressing,407.87,1.37,4.49,42.87,0.46
curd_dip,79.95,5.04,7.95,3.36,0.1
short_crust_pastry,422.1,6.11,44.72,23.98,1.58
choux_pastry,222.37,5.55,16.2,14.96,0.56
flaky_pastry,443.94,4.69,33.61,31.99,1.25
sponge_cake,253.77,9.18,44.63,4.74,0.69
glace_icing,323.51,0.01,86.31,0.01,0
royal_icing,332.58,1.74,86.53,0.02,0
american_frosting,257.57,1.05,67.48,0.01,0
gum_icing,223.07,5.94,53.19,0,0
channa_murmura_premix,339.09,10.59,72.59,3.28,8.21
cracked_wheat_and_green_gram_dal_premix_dalia_moong_dal_premix,362.16,15.89,64.75,5.11,11.66
rice_flakes_and_roasted_channa,333.4,10.57,71.94,2.94,8.84
spinach_soup_in_milk,56.72,2.89,3.98,3.2,0.79
vegetable_soup,55.21,2.22,7.6,1.55,3.01
mashed_banana_with_milk,95.43,2.51,14.62,2.99,0.71
poha_with_curd_poha_aur_dahi,173.32,6.01,26.72,4.65,1.09
potato_with_curd,73.18,3.19,12.01,1.33,1.02
sweet_wheat_porridge_sweet_dalia,140.66,5.11,23.77,2.79,2.37
vegetable_khichdikhichri,143.17,5.61,19.57,4.53,2.45
moong_dal_mixture,158.84,4.62,33.93,1,1.9
cracked_wheat_khichrikhichdi_dalia_khichrikhichdi,167.45,7.56,22.35,5.52,3.74
stewed_apple,91.93,0.17,22.49,0.37,1.48
lemon_squash_nimbu_ka_squash,184.56,0.15,48.88,0.06,0
orange_squash_santre_ka_squash,193.26,0.22,50.88,0.04,0.4
lichi_squash,198.33,0.3,51.96,0.08,0.41
mango_squash_aam_ka_squash,194.66,0.17,50.96,0.17,0.58
pineapple_squash_ananas_ka_squash,195.02,0.16,51.34,0.05,1.06
lemon_and_ginger_squash_nimbu_aur_adrak_ka_squash,170.34,0.54,44.06,0.21,1.07
apple_jam_seb_ka_murabba,188.79,0.14,48.56,0.32,1.29
plum_jam_aloo_bukhara_jam,178.89,0.31,46.2,0.19,1
pineapple_jam,149.18,0.32,38.27,0.15,2.2
guava_jelly_amrood_ki_jelly,115.74,1.11,28.18,0.25,6.61
orange_marmalade_santray_ka_murabba,104.17,0.66,25.94,0.13,1.97
carrot_murabba_gajar_ka_murabba,175.24,0.32,45.6,0.16,1.39
gooseberry_marmalade_amla_murabba,123.16,0.14,32.34,0.03,0
ginger_candy_adrak_ki_candy,195.71,0.69,50.38,0.27,1.67
mango_pickle_aam_ka_achaar,192.12,1.6,8.11,17.89,3.68
mixed_vegetable_pickle_sabziyoon_ka_achaar,211.2,1.9,7.48,19.68,2.76
sweet_lemon_pickle_neembu_ka_meetha_achaar,69.54,1.22,16.87,0.21,2.13
plum_chutney_aloo_bukhara_ki_chutney,177.11,0.47,44.95,0.29,1.37
raw_mango_chutney_kachhe_aamkairi_ki_chutney,193.13,0.51,49.94,0.16,2.17
tomato_sauce,34.33,0.81,7.23,0.27,1.79
chat_masala,222.58,8.19,23.87,9.91,18.62
kashmiri_masala,389.02,8.26,23.16,31.03,12.12
rasam_powder_rasam_masala,267.96,12.04,25.19,11.8,35.71
sambar_powder_sambar_masala,297.46,12.5,23.38,15.58,34.56
tartare_sauce,610.93,1.44,2.96,66.12,0.42
barbeque_sauce,121.93,0.96,20.46,4.51,0.69
bread_sauce,111.04,3.46,8.69,7.05,0.56
green_chilli_sauce,46.06,1.25,7.36,0.27,1.77
home_made_plain_noodles,238.78,6.21,44.5,3.56,1.65
dal_moong,43.69,2.2,4.92,1.62,1.08
cumin_seeds_baghar_jeera_baghartadka,736.81,3.34,5.22,78.77,6.01
onion_tomato_baghar_pyaaz_tamatar_ka_tadka,137.52,1.26,6.17,11.98,2.12
mustard_seeds_baghar_mustard_seed_tadka,552.59,4.73,10.45,54.3,9.74
hot_cherry_sauce,252.74,0.13,67.95,0.07,0
apple_jelly_seb_ki_jelly,152.13,0.1,39.37,0.21,0.86
marmalade_murabba,143.76,0.23,37.64,0.04,0.43
plum_squash_aloo_bukhara_squash,211.17,0.16,55.51,0.1,0.52
lemon_green_chilli_pickle_nimboo_aur_hari_mirch_ka_achaar,14.07,0.85,2.14,0.24,1.07
brinjal_pickle_baingan_ka_achaar,139.01,2.24,4.23,12.98,4.62
sweet_and_sour_tomato_pickle_khatta_meetha_tamatar_ka_achaar,60.88,1.26,6.55,3.24,2.2
jhatpat_achar_with_carrot_jhatpat_achaar_gajar_ke_saath,91.21,1.98,6.32,6.55,5.08
tomato_chutney_tamatar_ki_chutney,176.07,0.97,31.85,6.01,1.49
bengal_5_spice_blend_panch_phoran,289.79,18.26,20,22.16,18.4
